2026-03-18 23:18:50,300 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-03-18 23:27:17,385 | INFO | django.server | "GET /static/icons/logo_honor_ngang_814fca59e4.webp HTTP/1.1" 200 3362
2026-03-18 23:27:17,392 | INFO | django.server | "GET /static/icons/logo_oppo_ngang_68d31fcd73.webp HTTP/1.1" 200 5884
2026-03-18 23:27:17,394 | INFO | django.server | "GET /static/css/contact-bar.css HTTP/1.1" 200 8361
2026-03-18 23:27:17,396 | INFO | django.server | "GET /static/css/home.css HTTP/1.1" 200 42793
2026-03-18 23:27:17,400 | INFO | django.server | "GET /static/js/home.js HTTP/1.1" 200 3587
2026-03-18 23:27:17,401 | INFO | django.server | "GET /static/css/chatbot.css HTTP/1.1" 200 10832
2026-03-18 23:27:17,410 | INFO | django.server | "GET /static/logos/sean.gif HTTP/1.1" 200 2870137
2026-03-18 23:27:17,418 | INFO | django.server | "GET /static/js/compare.js HTTP/1.1" 200 7870
2026-03-18 23:27:17,419 | INFO | django.server | "GET /static/js/chatbot.js HTTP/1.1" 200 12138
2026-03-18 23:27:17,427 | INFO | django.server | "GET /static/icons/logo_realme_ngang_0185815a13.webp HTTP/1.1" 200 3764
2026-03-18 23:27:17,427 | INFO | django.server | "GET /static/icons/logo_tecno_ngang_c587e5f1fa.webp HTTP/1.1" 200 3276
2026-03-18 23:27:17,428 | INFO | django.server | "GET /static/icons/logo_samsung_ngang_1624d75bd8.webp HTTP/1.1" 200 6810
2026-03-18 23:27:17,429 | INFO | django.server | "GET /static/icons/logo_redmagic_ngang_505d29c537.webp HTTP/1.1" 200 6408
2026-03-18 23:27:17,430 | INFO | django.server | "GET /static/icons/logo_xiaomi_ngang_0faf267234.webp HTTP/1.1" 200 6398
2026-03-18 23:27:17,430 | INFO | django.server | "GET /static/icons/logo_vivo_ngang_45494ff733.webp HTTP/1.1" 200 5042
2026-03-18 23:27:17,443 | INFO | django.server | "GET /media/products/2026/02/iphone-air-sky-blue-pdp-image-position-1-sky-blue-color-vn-vi.webp HTTP/1.1" 200 11654
2026-03-18 23:27:17,443 | INFO | django.server | "GET /media/products/2026/02/iphone-17-lavender-pdp-image-position-1-lavender-color-vn-vi.webp HTTP/1.1" 200 5710
2026-03-18 23:27:17,444 | INFO | django.server | "GET /media/products/2026/02/iphone-17-pro-max-silver-pdp-image-position-1-silver-color-vn-vi.webp HTTP/1.1" 200 16428
2026-03-18 23:27:17,446 | INFO | django.server | "GET /media/products/2026/03/524353.png HTTP/1.1" 200 81395
2026-03-18 23:27:17,446 | INFO | django.server | "GET /media/products/2026/03/9235251.png HTTP/1.1" 200 83486
2026-03-18 23:27:17,447 | INFO | django.server | "GET /media/products/2026/03/mydz.png HTTP/1.1" 200 79577
2026-03-18 23:27:17,460 | INFO | django.server | "GET /media/products/2026/03/125352.png HTTP/1.1" 200 74158
2026-03-18 23:27:17,460 | INFO | django.server | "GET /media/products/2026/03/215235.png HTTP/1.1" 200 74861
2026-03-18 23:27:17,462 | INFO | django.server | "GET /media/products/2026/03/qrwrqe.png HTTP/1.1" 200 68858
2026-03-18 23:27:17,463 | INFO | django.server | "GET /media/products/2026/03/fasdca.png HTTP/1.1" 200 71583
2026-03-18 23:27:17,463 | INFO | django.server | "GET /media/products/2026/03/24144234.png HTTP/1.1" 200 97599
2026-03-18 23:27:17,464 | INFO | django.server | "GET /media/products/2026/03/34252.png HTTP/1.1" 200 107790
2026-03-18 23:27:17,478 | INFO | django.server | "GET /media/banner/2026/03/bct.png HTTP/1.1" 200 8093
2026-03-18 23:27:17,478 | INFO | django.server | "GET /static/icons/gatchan.png HTTP/1.1" 200 13225
2026-03-18 23:27:17,482 | INFO | django.server | "GET /media/products/2026/03/yterb.png HTTP/1.1" 200 75212
2026-03-18 23:27:17,484 | INFO | django.server | "GET /media/products/2026/03/28352.png HTTP/1.1" 200 64679
2026-03-18 23:27:17,484 | INFO | django.server | "GET /media/products/2026/03/872355.png HTTP/1.1" 200 102474
2026-03-18 23:27:17,485 | INFO | django.server | "GET /media/products/2026/03/51235123.png HTTP/1.1" 200 113620
2026-03-18 23:27:17,486 | INFO | django.server | "GET /media/banner/2026/03/BetterImage_1773777791006.jpeg HTTP/1.1" 200 70137
2026-03-18 23:27:17,534 | INFO | django.server | "GET /banner-images/list/ HTTP/1.1" 200 1667
2026-03-18 23:27:17,542 | INFO | django.server | "GET /media/blog/2026/03/Oppo-FInd-X9-Ultra-thong-tin-cover_ZQM4Ex1.jpg HTTP/1.1" 200 58255
2026-03-18 23:27:17,550 | INFO | django.server | "GET /static/videos/sams.mp4 HTTP/1.1" 200 1585695
2026-03-18 23:27:17,629 | INFO | django.server | "GET /media/blog/2026/03/thong-tin-xiaomi-18-pro-1.jpg HTTP/1.1" 200 52262
2026-03-18 23:27:17,631 | INFO | django.server | "GET /media/blog/2026/03/su-kien-huawei-3.jpg HTTP/1.1" 200 88072
2026-03-18 23:27:17,638 | INFO | django.server | "GET /media/blog/2026/03/Samsung-Wide-Fold-2.jpg HTTP/1.1" 200 99497
2026-03-18 23:27:17,642 | INFO | django.server | "GET /banner-images/list/ HTTP/1.1" 200 1667
2026-03-18 23:27:17,682 | INFO | django.server | "GET /static/videos/xiao.mp4 HTTP/1.1" 200 2438749
2026-03-18 23:27:17,789 | INFO | django.server | "GET /media/banner/2026/02/78253.webp HTTP/1.1" 200 41576
2026-03-18 23:27:17,790 | INFO | django.server | "GET /media/banner/2026/02/42321.jpg HTTP/1.1" 200 78188
2026-03-18 23:27:17,802 | INFO | django.server | "GET /media/banner/2026/02/572723.png HTTP/1.1" 200 621762
2026-03-18 23:27:17,810 | INFO | django.server | "GET /media/banner/2026/02/872375.png HTTP/1.1" 200 1062463
2026-03-18 23:27:19,361 | INFO | django.server | "GET /static/logos/seanfavi.jpg HTTP/1.1" 200 3363
2026-03-18 23:27:24,690 | INFO | django.server | "GET /static/videos/applv1.mp4 HTTP/1.1" 200 8191819
2026-03-18 23:27:25,070 | INFO | store.chatbot.api | chatbot_api request_id=ae6e12579cb3 action=reset user_id=36 session=r1qk4itekfiktwvfr25xwov0qjsea1bc message_len=0
2026-03-18 23:27:25,073 | INFO | store.chatbot.api | chatbot_api reset request_id=ae6e12579cb3 ok=True latency_ms=5
2026-03-18 23:27:25,080 | INFO | django.server | "POST /api/chatbot/ HTTP/1.1" 200 42
2026-03-18 23:27:36,965 | INFO | django.server | - Broken pipe from ('127.0.0.1', 62346)
2026-03-18 23:27:38,822 | INFO | store.chatbot.api | chatbot_api request_id=qh_1773851258818_nlnz9l action=message user_id=36 session=r1qk4itekfiktwvfr25xwov0qjsea1bc message_len=24
2026-03-18 23:27:38,829 | INFO | store.chatbot.api | chatbot_api response request_id=qh_1773851258818_nlnz9l intent=unknown source=rule engine=django_local latency_ms=9
2026-03-18 23:27:38,830 | INFO | django.server | "POST /api/chatbot/ HTTP/1.1" 200 435
2026-03-18 23:27:52,116 | INFO | store.chatbot.api | chatbot_api request_id=qh_1773851272111_qg3egj action=message user_id=36 session=r1qk4itekfiktwvfr25xwov0qjsea1bc message_len=55
2026-03-18 23:27:52,126 | INFO | store.chatbot.api | chatbot_api response request_id=qh_1773851272111_qg3egj intent=unknown source=local engine=django_local latency_ms=12
2026-03-18 23:27:52,133 | INFO | django.server | "POST /api/chatbot/ HTTP/1.1" 200 449
2026-03-18 23:28:12,776 | INFO | django.server | "GET /static/videos/ooppv1.mp4 HTTP/1.1" 200 26090340
2026-03-18 23:28:39,313 | INFO | django.utils.autoreload | D:\Py\qhun22\store\chatbot_service.py changed, reloading.
2026-03-18 23:28:39,838 | INFO | django.utils.autoreload | Watching for file changes with StatReloader
2026-03-18 23:30:52,563 | INFO | store.chatbot.api | chatbot_api request_id=2cd63cb72660 action=reset user_id=36 session=r1qk4itekfiktwvfr25xwov0qjsea1bc message_len=0
2026-03-18 23:30:52,566 | INFO | store.chatbot.api | chatbot_api reset request_id=2cd63cb72660 ok=True latency_ms=7
2026-03-18 23:30:52,572 | INFO | django.server | "POST /api/chatbot/ HTTP/1.1" 200 42
2026-03-18 23:30:53,132 | INFO | django.server | "GET / HTTP/1.1" 200 190541
2026-03-18 23:30:53,195 | WARNING | django.request | Not Found: /.well-known/appspecific/com.chrome.devtools.json
2026-03-18 23:30:53,197 | WARNING | django.server | "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 24751
2026-03-18 23:30:53,415 | INFO | django.server | "GET /static/css/style.css HTTP/1.1" 200 40445
2026-03-18 23:30:53,420 | INFO | django.server | "GET /static/js/toast.js HTTP/1.1" 200 2763
2026-03-18 23:30:53,420 | INFO | django.server | "GET /static/css/banner.css HTTP/1.1" 200 6513
2026-03-18 23:30:53,424 | INFO | django.server | "GET /static/js/confirm.js HTTP/1.1" 200 2110
2026-03-18 23:30:53,425 | INFO | django.server | "GET /static/css/base.css HTTP/1.1" 200 7368
2026-03-18 23:30:53,425 | INFO | django.server | "GET /static/js/banner.js HTTP/1.1" 200 9075
2026-03-18 23:30:53,435 | INFO | django.server | "GET /static/icons/logo_iphone_ngang_eac93ff477.webp HTTP/1.1" 200 4928
2026-03-18 23:30:53,436 | INFO | django.server | "GET /static/css/chatbot.css HTTP/1.1" 200 10832
2026-03-18 23:30:53,436 | INFO | django.server | "GET /static/css/contact-bar.css HTTP/1.1" 200 8361
2026-03-18 23:30:53,438 | INFO | django.server | "GET /static/css/home.css HTTP/1.1" 200 42793
2026-03-18 23:30:53,442 | INFO | django.server | "GET /static/icons/logo_benco_ngang_d31d9c3b77.webp HTTP/1.1" 200 7116
2026-03-18 23:30:53,454 | INFO | django.server | "GET /static/icons/logo_honor_ngang_814fca59e4.webp HTTP/1.1" 200 3362
2026-03-18 23:30:53,462 | INFO | django.server | "GET /static/icons/logo_oppo_ngang_68d31fcd73.webp HTTP/1.1" 200 5884
2026-03-18 23:30:53,467 | INFO | django.server | "GET /static/js/home.js HTTP/1.1" 200 3587
2026-03-18 23:30:53,469 | INFO | django.server | "GET /static/js/chatbot.js HTTP/1.1" 200 12138
2026-03-18 23:30:53,469 | INFO | django.server | "GET /static/js/compare.js HTTP/1.1" 200 7870
2026-03-18 23:30:53,469 | INFO | django.server | "GET /static/icons/logo_redmagic_ngang_505d29c537.webp HTTP/1.1" 200 6408
2026-03-18 23:30:53,470 | INFO | django.server | "GET /static/icons/logo_realme_ngang_0185815a13.webp HTTP/1.1" 200 3764
2026-03-18 23:30:53,475 | INFO | django.server | "GET /static/icons/logo_tecno_ngang_c587e5f1fa.webp HTTP/1.1" 200 3276
2026-03-18 23:30:53,475 | INFO | django.server | "GET /static/icons/logo_samsung_ngang_1624d75bd8.webp HTTP/1.1" 200 6810
2026-03-18 23:30:53,482 | INFO | django.server | "GET /static/icons/logo_xiaomi_ngang_0faf267234.webp HTTP/1.1" 200 6398
2026-03-18 23:30:53,482 | INFO | django.server | "GET /static/icons/logo_vivo_ngang_45494ff733.webp HTTP/1.1" 200 5042
2026-03-18 23:30:53,483 | INFO | django.server | "GET /static/logos/sean.gif HTTP/1.1" 200 2870137
2026-03-18 23:30:53,484 | INFO | django.server | "GET /media/products/2026/03/cccc.png HTTP/1.1" 200 73738
2026-03-18 23:30:53,497 | INFO | django.server | "GET /media/products/2026/02/iphone-17-pro-max-silver-pdp-image-position-1-silver-color-vn-vi.webp HTTP/1.1" 200 16428
2026-03-18 23:30:53,498 | INFO | django.server | "GET /media/products/2026/03/qrwrqe.png HTTP/1.1" 200 68858
2026-03-18 23:30:53,498 | INFO | django.server | "GET /media/products/2026/02/iphone-air-sky-blue-pdp-image-position-1-sky-blue-color-vn-vi.webp HTTP/1.1" 200 11654
2026-03-18 23:30:53,499 | INFO | django.server | "GET /media/products/2026/03/28352.png HTTP/1.1" 200 64679
2026-03-18 23:30:53,499 | INFO | django.server | "GET /media/products/2026/03/3251235.png HTTP/1.1" 200 69838
2026-03-18 23:30:53,500 | INFO | django.server | "GET /media/products/2026/03/51235123.png HTTP/1.1" 200 113620
2026-03-18 23:30:53,515 | INFO | django.server | "GET /media/products/2026/03/fasdca.png HTTP/1.1" 200 71583
2026-03-18 23:30:53,515 | INFO | django.server | "GET /media/products/2026/03/125352.png HTTP/1.1" 200 74158
2026-03-18 23:30:53,525 | INFO | django.server | "GET /media/products/2026/03/215235.png HTTP/1.1" 200 74861
2026-03-18 23:30:53,529 | INFO | django.server | "GET /media/products/2026/03/9235251.png HTTP/1.1" 200 83486
2026-03-18 23:30:53,532 | INFO | django.server | "GET /media/products/2026/03/3253412.png HTTP/1.1" 200 84489
2026-03-18 23:30:53,532 | INFO | django.server | "GET /media/products/2026/03/24144234.png HTTP/1.1" 200 97599
2026-03-18 23:30:53,541 | INFO | django.server | "GET /media/products/2026/03/mydz.png HTTP/1.1" 200 79577
2026-03-18 23:30:53,542 | INFO | django.server | "GET /media/banner/2026/03/BetterImage_1773777791006.jpeg HTTP/1.1" 200 70137
2026-03-18 23:30:53,544 | INFO | django.server | "GET /media/banner/2026/03/bct.png HTTP/1.1" 200 8093
2026-03-18 23:30:53,545 | INFO | django.server | "GET /static/icons/gatchan.png HTTP/1.1" 200 13225
2026-03-18 23:30:53,545 | INFO | django.server | "GET /media/products/2026/03/872355.png HTTP/1.1" 200 102474
2026-03-18 23:30:53,546 | INFO | django.server | "GET /media/products/2026/03/1324231.png HTTP/1.1" 200 107499
2026-03-18 23:30:53,616 | INFO | django.server | "GET /static/videos/sams.mp4 HTTP/1.1" 200 1585695
2026-03-18 23:30:53,638 | INFO | django.server | "GET /static/videos/xiao.mp4 HTTP/1.1" 200 2438749
2026-03-18 23:30:53,756 | INFO | django.server | "GET /media/blog/2026/03/Oppo-FInd-X9-Ultra-thong-tin-cover_ZQM4Ex1.jpg HTTP/1.1" 200 58255
2026-03-18 23:30:53,756 | INFO | django.server | "GET /banner-images/list/ HTTP/1.1" 200 1667
2026-03-18 23:30:53,757 | INFO | django.server | "GET /media/blog/2026/03/Samsung-Wide-Fold-2.jpg HTTP/1.1" 200 99497
2026-03-18 23:30:53,775 | INFO | django.server | "GET /media/blog/2026/03/thong-tin-xiaomi-18-pro-1.jpg HTTP/1.1" 200 52262
2026-03-18 23:30:53,778 | INFO | django.server | "GET /media/blog/2026/03/su-kien-huawei-3.jpg HTTP/1.1" 200 88072
2026-03-18 23:30:53,782 | INFO | django.server | "GET /banner-images/list/ HTTP/1.1" 200 1667
2026-03-18 23:30:53,842 | INFO | django.server | "GET /media/banner/2026/02/78253.webp HTTP/1.1" 200 41576
2026-03-18 23:30:53,862 | INFO | django.server | "GET /media/banner/2026/02/42321.jpg HTTP/1.1" 200 78188
2026-03-18 23:30:53,945 | INFO | django.server | "GET /media/banner/2026/02/572723.png HTTP/1.1" 200 621762
2026-03-18 23:30:54,020 | INFO | django.server | "GET /media/banner/2026/02/872375.png HTTP/1.1" 200 1062463
2026-03-18 23:30:54,101 | INFO | django.server | - Broken pipe from ('127.0.0.1', 57838)
2026-03-18 23:30:54,315 | INFO | django.server | "GET / HTTP/1.1" 200 190541
2026-03-18 23:30:54,322 | INFO | django.server | - Broken pipe from ('127.0.0.1', 50719)
2026-03-18 23:30:54,326 | INFO | django.server | - Broken pipe from ('127.0.0.1', 59521)
2026-03-18 23:30:54,367 | INFO | django.server | "GET /static/css/banner.css HTTP/1.1" 200 6513
2026-03-18 23:30:54,368 | INFO | django.server | "GET /static/css/base.css HTTP/1.1" 200 7368
2026-03-18 23:30:54,378 | WARNING | django.request | Not Found: /.well-known/appspecific/com.chrome.devtools.json
2026-03-18 23:30:54,380 | INFO | django.server | "GET /static/css/style.css HTTP/1.1" 200 40445
2026-03-18 23:30:54,380 | INFO | django.server | "GET /static/css/contact-bar.css HTTP/1.1" 200 8361
2026-03-18 23:30:54,381 | WARNING | django.server | "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 24751
2026-03-18 23:30:54,382 | INFO | django.server | "GET /static/css/chatbot.css HTTP/1.1" 200 10832
2026-03-18 23:30:54,384 | INFO | django.server | "GET /static/js/toast.js HTTP/1.1" 200 2763
2026-03-18 23:30:54,385 | INFO | django.server | "GET /static/js/confirm.js HTTP/1.1" 200 2110
2026-03-18 23:30:54,386 | INFO | django.server | "GET /static/css/home.css HTTP/1.1" 200 42793
2026-03-18 23:30:54,386 | INFO | django.server | "GET /static/js/banner.js HTTP/1.1" 200 9075
2026-03-18 23:30:54,392 | INFO | django.server | "GET /static/icons/logo_iphone_ngang_eac93ff477.webp HTTP/1.1" 200 4928
2026-03-18 23:30:54,397 | INFO | django.server | "GET /static/icons/logo_benco_ngang_d31d9c3b77.webp HTTP/1.1" 200 7116
2026-03-18 23:30:54,401 | INFO | django.server | "GET /static/icons/logo_honor_ngang_814fca59e4.webp HTTP/1.1" 200 3362
2026-03-18 23:30:54,404 | INFO | django.server | "GET /static/icons/logo_oppo_ngang_68d31fcd73.webp HTTP/1.1" 200 5884
2026-03-18 23:30:54,456 | INFO | django.server | "GET /static/js/home.js HTTP/1.1" 200 3587
2026-03-18 23:30:54,463 | INFO | django.server | "GET /static/icons/logo_realme_ngang_0185815a13.webp HTTP/1.1" 200 3764
2026-03-18 23:30:54,464 | INFO | django.server | "GET /static/js/compare.js HTTP/1.1" 200 7870
2026-03-18 23:30:54,465 | INFO | django.server | "GET /static/js/chatbot.js HTTP/1.1" 200 12138
2026-03-18 23:30:54,467 | INFO | django.server | "GET /static/icons/logo_redmagic_ngang_505d29c537.webp HTTP/1.1" 200 6408
2026-03-18 23:30:54,470 | INFO | django.server | "GET /static/icons/logo_samsung_ngang_1624d75bd8.webp HTTP/1.1" 200 6810
2026-03-18 23:30:54,477 | INFO | django.server | "GET /static/icons/logo_vivo_ngang_45494ff733.webp HTTP/1.1" 200 5042
2026-03-18 23:30:54,477 | INFO | django.server | "GET /static/icons/logo_tecno_ngang_c587e5f1fa.webp HTTP/1.1" 200 3276
2026-03-18 23:30:54,480 | INFO | django.server | "GET /static/icons/logo_xiaomi_ngang_0faf267234.webp HTTP/1.1" 200 6398
2026-03-18 23:30:54,498 | INFO | django.server | "GET /media/products/2026/03/cccc.png HTTP/1.1" 200 73738
2026-03-18 23:30:54,512 | INFO | django.server | "GET /media/products/2026/03/3251235.png HTTP/1.1" 200 69838
2026-03-18 23:30:54,513 | INFO | django.server | "GET /media/products/2026/03/qrwrqe.png HTTP/1.1" 200 68858
2026-03-18 23:30:54,517 | INFO | django.server | "GET /media/products/2026/03/28352.png HTTP/1.1" 200 64679
2026-03-18 23:30:54,529 | INFO | django.server | "GET /media/products/2026/03/51235123.png HTTP/1.1" 200 113620
2026-03-18 23:30:54,532 | INFO | django.server | "GET /media/products/2026/02/iphone-17-pro-max-silver-pdp-image-position-1-silver-color-vn-vi.webp HTTP/1.1" 200 16428
2026-03-18 23:30:54,535 | INFO | django.server | "GET /media/products/2026/02/iphone-air-sky-blue-pdp-image-position-1-sky-blue-color-vn-vi.webp HTTP/1.1" 200 11654
2026-03-18 23:30:54,547 | INFO | django.server | "GET /media/products/2026/03/fasdca.png HTTP/1.1" 200 71583
2026-03-18 23:30:54,556 | INFO | django.server | "GET /media/banner/2026/03/BetterImage_1773777791006.jpeg HTTP/1.1" 200 70137
2026-03-18 23:30:54,565 | INFO | django.server | "GET /media/products/2026/03/3253412.png HTTP/1.1" 200 84489
2026-03-18 23:30:54,568 | INFO | django.server | "GET /media/products/2026/03/24144234.png HTTP/1.1" 200 97599
2026-03-18 23:30:54,578 | INFO | django.server | "GET /media/products/2026/03/215235.png HTTP/1.1" 200 74861
2026-03-18 23:30:54,585 | INFO | django.server | "GET /media/products/2026/03/125352.png HTTP/1.1" 200 74158
2026-03-18 23:30:54,598 | INFO | django.server | "GET /media/products/2026/03/9235251.png HTTP/1.1" 200 83486
2026-03-18 23:30:54,607 | INFO | django.server | "GET /media/banner/2026/03/bct.png HTTP/1.1" 200 8093
2026-03-18 23:30:54,607 | INFO | django.server | "GET /media/products/2026/03/872355.png HTTP/1.1" 200 102474
2026-03-18 23:30:54,614 | INFO | django.server | "GET /media/products/2026/03/mydz.png HTTP/1.1" 200 79577
2026-03-18 23:30:54,621 | INFO | django.server | "GET /static/icons/gatchan.png HTTP/1.1" 200 13225
